city,email,phone,gender,firstname,lastname
Austin,JohnnieCHires@superrito.com,512-236-5247,male,Johnnie,Hires
Pittsburgh,MariselaMKetter@armyspy.com,724-618-7515,female,Marisela,Ketter
El Paso,MarthaSHill@cuvox.de,915-833-5755,female,Martha,Hill
Harrisburg,WilliamTVaughn@armyspy.com,717-705-9771,male,William,Vaughn
Fridley,WilliamTOrtega@einrot.com,763-528-1518,male,William,Ortega
Greenville,ErinJCatalan@armyspy.com,252-286-0570,female,Erin,Catalan
Fort Myers,AshleyRWhite@einrot.com,239-599-9877,female,Ashley,White
Augusta,JenaeJBrennan@superrito.com,706-760-0455,female,Jenae,Brennan
Saint Louis,CherrylCHarrison@superrito.com,314-515-7212,female,Cherryl,Harrison
Minneapolis,RoseannaDStevens@superrito.com,612-672-6069,female,Roseanna,Stevens
Butler,PedroARobles@gustr.com,724-283-1931,male,Pedro,Robles
Saint Cloud,DianaNBarlow@superrito.com,320-249-4713,female,Diana,Barlow
New Brighton,RoseMJohnson@teleworm.us,651-639-6479,female,Rose,Johnson
Stlouis,LindaBCoppola@einrot.com,618-363-5858,female,Linda,Coppola
Indianapolis,KathrynAPeterman@cuvox.de,317-784-8616,female,Kathryn,Peterman
Long Beach,JamesRVice@armyspy.com,562-982-9822,male,James,Vice
Philadelphia,PatriciaECorrea@jourrapide.com,267-458-7364,female,Patricia,Correa
Silver Spring,RayJSchroeder@superrito.com,301-942-3896,male,Ray,Schroeder
Santa Fe Springs,HildaMNuzzo@fleckens.hu,626-234-7446,female,Hilda,Nuzzo
Glencoe,AnnetteRSaucedo@dayrep.com,859-643-4659,female,Annette,Saucedo
San Jose,GeorgeEHaigh@gustr.com,408-750-9828,male,George,Haigh
Irvine,AndyEFinley@fleckens.hu,714-809-2364,male,Andy,Finley
Atlanta,BethJHubbard@rhyta.com,404-350-8626,female,Beth,Hubbard
Huntsville,BenjaminRHarrison@fleckens.hu,256-534-5454,male,Benjamin,Harrison
Mondovi,JessicaMRice@superrito.com,715-926-6122,female,Jessica,Rice
Silver City,MichaelLLittlefield@superrito.com,505-956-9924,male,Michael,Littlefield
Donaldson,MarielaJCastaneda@cuvox.de,218-466-7659,female,Mariela,Castaneda
Mankato,JohnJTran@teleworm.us,785-378-9350,male,John,Tran
San Francisco,TimothyBPoe@rhyta.com,510-479-2122,male,Timothy,Poe
Roscoe,CaroleeFSanders@armyspy.com,607-498-8747,female,Carolee,Sanders
Roanoke,TonyaJThomas@dayrep.com,540-392-4851,female,Tonya,Thomas
Belpre,AliciaMButler@teleworm.us,740-401-9776,female,Alicia,Butler
Los Angeles,GaryMDuran@einrot.com,661-466-3797,male,Gary,Duran
Garner,BobJAldridge@fleckens.hu,919-906-5552,male,Bob,Aldridge
South Bend,AdamDCollins@einrot.com,574-807-3336,male,Adam,Collins
Albuquerque,CharlesKGriffen@cuvox.de,505-500-0011,male,Charles,Griffen
Tallahassee,ChristopherMBrook@fleckens.hu,850-491-7284,male,Christopher,Brook
Tampa,ColemanMLawson@armyspy.com,813-203-1358,male,Coleman,Lawson
Arlington,KimberleyWSias@jourrapide.com,703-671-5509,female,Kimberley,Sias
Alice,EllaMNelson@fleckens.hu,361-668-4296,female,Ella,Nelson
Detroit,CoryBGordon@teleworm.us,586-360-8761,male,Cory,Gordon
Tulsa,AdaJWilson@fleckens.hu,918-351-2598,female,Ada,Wilson
Pittsburgh,DouglasATabor@fleckens.hu,724-470-2668,male,Douglas,Tabor
New Castle,AlvinCMurphy@jourrapide.com,724-546-5952,male,Alvin,Murphy
Sacramento,SharronCWeir@fleckens.hu,916-921-2780,female,Sharron,Weir
Daytona Beach,EddieDGrant@fleckens.hu,386-314-6713,male,Eddie,Grant
Southfield,RaymondNButton@rhyta.com,248-846-7632,male,Raymond,Button
Little Rock,ElianaJIbarra@rhyta.com,501-285-6624,female,Eliana,Ibarra
Pittsfield,BernardMWilliams@gustr.com,413-457-3038,male,Bernard,Williams
Menasha,JuanitaEWilkerson@jourrapide.com,920-370-0570,female,Juanita,Wilkerson
Louisville,WillieRPatel@jourrapide.com,502-291-1901,female,Willie,Patel
Atlanta,CariJValdez@teleworm.us,706-661-1075,female,Cari,Valdez
Fort Walton Beach,DaynaITrujillo@teleworm.us,850-420-7696,female,Dayna,Trujillo
Metairie,MichelleJPace@teleworm.us,985-750-9359,female,Michelle,Pace
Orlando,AnnieDCorbett@gustr.com,407-487-4765,female,Annie,Corbett
Canton,RaymondPMedeiros@rhyta.com,601-387-5407,male,Raymond,Medeiros
Columbus,OfeliaFAtkins@einrot.com,614-237-3395,female,Ofelia,Atkins
Phoenix,BertieJOlvera@superrito.com,602-746-7871,female,Bertie,Olvera
Eugene,MariaMClemons@gustr.com,541-344-2830,female,Maria,Clemons
Kalamazoo,MarcRLapointe@superrito.com,269-346-9153,male,Marc,Lapointe
Columbus,AlishaBSmith@einrot.com,614-699-8714,female,Alisha,Smith
Tucson,EddieJHarrison@rhyta.com,520-258-2861,male,Eddie,Harrison
Fort Morgan,DonnaSJohnson@superrito.com,970-867-6264,female,Donna,Johnson
Cambridge,MarcyBKoonce@teleworm.us,508-377-9955,female,Marcy,Koonce
South River,JerriJRamon@cuvox.de,732-257-9490,female,Jerri,Ramon
Pico Rivera,KaraWBundy@teleworm.us,562-949-0733,female,Kara,Bundy
Sarasota,WalterDGonzalez@teleworm.us,941-917-2253,male,Walter,Gonzalez
Waycross,GregoryMDavis@rhyta.com,912-338-5849,male,Gregory,Davis
Rocklin,GailRHill@teleworm.us,916-630-9431,female,Gail,Hill
Fort Smith,MartineWWalton@einrot.com,479-427-1855,female,Martine,Walton
El Paso,JohnFBlake@gustr.com,915-203-2939,male,John,Blake
San Antonio,LeonaTErdman@jourrapide.com,830-445-1343,female,Leona,Erdman
Brooklyn,DaisyWMeadows@armyspy.com,718-250-5596,female,Daisy,Meadows
Oklahoma City,CharlesJAustin@gustr.com,580-218-1086,male,Charles,Austin
Tyrone,LeslieDAlbino@jourrapide.com,814-686-0255,female,Leslie,Albino
Reston,RonaldLPeck@einrot.com,804-468-8508,male,Ronald,Peck
Eau Claire,ChristyCJones@armyspy.com,715-831-2879,female,Christy,Jones
Stlouis,RobertCVargas@cuvox.de,618-782-0709,male,Robert,Vargas
Montauk,MarieSMoore@jourrapide.com,573-548-1426,female,Marie,Moore
Portland,ChristopherFLanier@fleckens.hu,503-680-9263,male,Christopher,Lanier
Brentwood,MarilynJMartens@fleckens.hu,631-233-1272,female,Marilyn,Martens
Holt,MarianneSSalerno@superrito.com,517-699-1679,female,Marianne,Salerno
Phoenix,BritniBTaylor@cuvox.de,480-223-1034,female,Britni,Taylor
Detroit,PennyRBrewer@einrot.com,313-801-7708,female,Penny,Brewer
Clifton,MaryGBreed@cuvox.de,785-455-5067,female,Mary,Breed
Ogdensburg,AndrewCRector@dayrep.com,920-244-0585,male,Andrew,Rector
Celina,MargoECastillo@einrot.com,419-790-7009,female,Margo,Castillo
Salt Lake City,JamieJConstant@dayrep.com,435-200-2303,female,Jamie,Constant
Williamsport,AngieJCervantes@einrot.com,740-986-9572,female,Angie,Cervantes
Richardson,HeatherELacy@gustr.com,972-927-6722,female,Heather,Lacy
Garner,ElnoraGNelson@armyspy.com,919-429-4913,female,Elnora,Nelson
Nashville,JudithRBrassfield@armyspy.com,615-296-2090,female,Judith,Brassfield
Detroit,PatriciaJChou@dayrep.com,313-491-0054,female,Patricia,Chou
Saint Margarets,JuliaDSalcedo@jourrapide.com,410-757-3715,female,Julia,Salcedo
Seattle,NeilMDurkin@rhyta.com,206-289-5995,male,Neil,Durkin
Amarillo,RichardSLovelady@einrot.com,806-358-4575,male,Richard,Lovelady
Keyser,LarryAChandler@armyspy.com,301-786-4135,male,Larry,Chandler
Reno,FrancesBBlocher@cuvox.de,775-820-8551,female,Frances,Blocher
Minneapolis,SylviaCEllison@cuvox.de,612-559-8686,female,Sylvia,Ellison
Volens,AnitaPCalvo@teleworm.us,434-495-2297,female,Anita,Calvo
Mesa,DonaldKAnderson@cuvox.de,480-644-7974,male,Donald,Anderson
Chicago,WalterTPham@rhyta.com,312-819-6018,male,Walter,Pham
Seattle,MaryAPenny@armyspy.com,206-393-9565,female,Mary,Penny
Stone Mountain,GladysCThomas@rhyta.com,770-680-7474,female,Gladys,Thomas
Carbondale,MichaelCMondragon@fleckens.hu,618-751-9370,male,Michael,Mondragon
Avondale,RitaSMeyer@teleworm.us,610-268-3354,female,Rita,Meyer
Syracuse,NancyCMorrison@armyspy.com,315-470-1068,female,Nancy,Morrison
New York,KaraFArnott@superrito.com,347-424-2826,female,Kara,Arnott
Darien,JessicaJPhillips@einrot.com,203-655-4110,female,Jessica,Phillips
Newark,VeraCMadera@teleworm.us,201-301-4816,female,Vera,Madera
Dekalb,PierreLFolse@teleworm.us,815-400-8032,male,Pierre,Folse
Fayetteville,AnnaMHardaway@teleworm.us,910-543-3767,female,Anna,Hardaway
East Point,JodieWMartinson@fleckens.hu,404-715-0841,female,Jodie,Martinson
Rochelle Park,DavidEAnderson@superrito.com,201-318-2628,male,David,Anderson
Tampa,CliffordBCalderon@superrito.com,727-967-2466,male,Clifford,Calderon
Agawam,FrancesVKnapp@cuvox.de,413-265-0857,female,Frances,Knapp
Webster,FredrickTVang@einrot.com,508-671-2222,male,Fredrick,Vang
Covina,BonnieJHuffman@einrot.com,626-859-8180,female,Bonnie,Huffman
Spofford,PercyICruz@teleworm.us,603-363-3613,male,Percy,Cruz
Madisonville,MaryCNoel@rhyta.com,270-633-4049,female,Mary,Noel
Memphis,RoyalAGutshall@teleworm.us,731-451-1597,male,Royal,Gutshall
Alexandria,EvanMRussell@jourrapide.com,318-719-4707,male,Evan,Russell
Tampa,AnnetteJRhone@dayrep.com,813-826-9953,female,Annette,Rhone
Philadelphia,MelindaMJordan@gustr.com,215-676-1397,female,Melinda,Jordan
Springfield,MichaelTDemmer@einrot.com,417-555-9703,male,Michael,Demmer
Clackamas,MatthewDSanchez@superrito.com,503-658-3264,male,Matthew,Sanchez
Akron,ArthurYAshley@fleckens.hu,330-680-4032,male,Arthur,Ashley
Scranton,KristaBJohnson@teleworm.us,570-902-9304,female,Krista,Johnson
Denver,EllenMTownsend@jourrapide.com,720-897-4332,female,Ellen,Townsend
Melbourne,CarolynDMcMullan@fleckens.hu,321-757-4222,female,Carolyn,McMullan
Numidia,SandraDPeterson@cuvox.de,570-799-0061,female,Sandra,Peterson
Sunnyvale,LeonEMendenhall@cuvox.de,408-743-6243,male,Leon,Mendenhall
Glade Creek,JessicaJCody@dayrep.com,336-657-4752,female,Jessica,Cody
Roanoke,JamesKLewis@superrito.com,682-831-5921,male,James,Lewis
Wyandotte,KellyGPower@einrot.com,734-283-6540,female,Kelly,Power
Victoria,RichardMChamberlain@jourrapide.com,830-657-0462,male,Richard,Chamberlain
Chicago,ErnestineDTaylor@fleckens.hu,773-846-7882,female,Ernestine,Taylor
Galesville,FrederickDDahl@dayrep.com,410-867-5384,male,Frederick,Dahl
New Berlin,JacobFBruce@einrot.com,262-308-7300,male,Jacob,Bruce
Dickinson,DeborahRGammons@superrito.com,281-614-9822,female,Deborah,Gammons
Newport,DenisePStone@cuvox.de,401-716-6069,female,Denise,Stone
Los Angeles,SusanDFoxwell@fleckens.hu,323-726-8748,female,Susan,Foxwell
Las Vegas,RhodaSMendez@armyspy.com,702-554-4425,female,Rhoda,Mendez
Dodge City,LeslieBRussell@einrot.com,620-338-4057,female,Leslie,Russell
Hays,JohnAZehnder@teleworm.us,785-302-5531,male,John,Zehnder
Neola,BernadetteARoberson@armyspy.com,712-485-9545,female,Bernadette,Roberson
Elgin,JohnRCorbett@fleckens.hu,847-695-5737,male,John,Corbett
Hawthorne,GailDGrant@gustr.com,310-263-7260,female,Gail,Grant
Camden,DevinKMason@cuvox.de,856-413-7979,male,Devin,Mason
Irvine,MarjorieCScruggs@fleckens.hu,626-757-7255,female,Marjorie,Scruggs
Waterloo,RobinJButler@teleworm.us,319-232-3487,female,Robin,Butler
Franklin,DebraRFlores@fleckens.hu,706-675-8523,female,Debra,Flores
Owensboro,TracyESheeran@superrito.com,270-818-7363,female,Tracy,Sheeran
Hampton,JosiahLWilliams@gustr.com,770-946-8363,male,Josiah,Williams
Shreveport,HenryPSmith@superrito.com,318-909-9693,male,Henry,Smith
Tampa,RobertRLarson@teleworm.us,813-482-6837,male,Robert,Larson
Traverse City,CarolynRSlagle@jourrapide.com,231-872-6498,female,Carolyn,Slagle
Big Spring,SheilaABowers@jourrapide.com,432-267-6451,female,Sheila,Bowers
Woburn,AlisonJFrances@superrito.com,617-256-0723,female,Alison,Frances
Salt Lake City,JanineCRoark@rhyta.com,801-382-2932,female,Janine,Roark
Jacksonville,AnneDClark@fleckens.hu,217-869-2177,female,Anne,Clark
New Berlin,TinaNReed@fleckens.hu,262-510-5472,female,Tina,Reed
Newark,JohnCRuley@dayrep.com,302-225-5663,male,John,Ruley
Lafayette,JuliusHMars@dayrep.com,765-746-5147,male,Julius,Mars
Gainesville,CatherineLAdkins@gustr.com,352-375-0286,female,Catherine,Adkins
Brooklyn,DawnETanner@dayrep.com,718-833-1038,female,Dawn,Tanner
Glendale,CarolMXiong@einrot.com,818-550-7344,female,Carol,Xiong
Louisville,BeverlyWHart@cuvox.de,502-483-4623,female,Beverly,Hart
New York,MichaelMDelgado@fleckens.hu,212-863-5818,male,Michael,Delgado
Memphis,CathrynJFuentez@jourrapide.com,731-951-5692,female,Cathryn,Fuentez
Waukesha,MikeVWorthey@rhyta.com,262-231-3360,male,Mike,Worthey
Atlanta,DebraMBates@gustr.com,678-489-3235,female,Debra,Bates
Greenwood,DougTPruitt@cuvox.de,662-271-2192,male,Doug,Pruitt
Portland,DebraHObrien@dayrep.com,207-253-3420,female,Debra,Obrien
Nashville,CarmenDSmith@fleckens.hu,931-813-3889,female,Carmen,Smith
Jackson,JeannieTStein@fleckens.hu,662-501-6606,female,Jeannie,Stein
Fremont,JanetJReynolds@jourrapide.com,707-228-8281,female,Janet,Reynolds
Ocala,MaryDFerguson@cuvox.de,352-441-5642,female,Mary,Ferguson
Mcallen,MilagroAHaislip@armyspy.com,956-455-2960,female,Milagro,Haislip
Jacksonville,BenitaBReyes@einrot.com,904-604-1386,female,Benita,Reyes
Washington,CarolMMosley@fleckens.hu,240-880-2999,female,Carol,Mosley
Houston,JerryDLane@cuvox.de,713-454-7773,male,Jerry,Lane
York,CarolineNOwens@superrito.com,717-856-2556,female,Caroline,Owens
San Francisco,TerriGLee@dayrep.com,415-350-6004,female,Terri,Lee
Fayetteville,KristyJGuillemette@jourrapide.com,479-689-9756,female,Kristy,Guillemette
Burlington,PamelaTVesey@rhyta.com,802-322-0193,female,Pamela,Vesey
Inwood,RichardLMorgan@gustr.com,304-229-5843,male,Richard,Morgan
Caldwell,JohnEDavila@jourrapide.com,208-453-8347,male,John,Davila
Little Rock,ThomasDNewell@jourrapide.com,501-212-9158,male,Thomas,Newell
Greenville,ShaneWSmith@einrot.com,864-367-0956,male,Shane,Smith
Murray,CharlesAPeeples@armyspy.com,270-761-8562,male,Charles,Peeples
Lorain,KristinaHLasher@teleworm.us,440-242-4640,female,Kristina,Lasher
Ogden,CatherineESamuel@fleckens.hu,801-479-3009,female,Catherine,Samuel
Wheeling,JohnASauers@cuvox.de,304-316-6785,male,John,Sauers
Lock Springs,FlorineSBlake@armyspy.com,660-772-6865,female,Florine,Blake
Waco,JamesNValencia@jourrapide.com,254-732-1051,male,James,Valencia
Elkins,AshleyJPoindexter@superrito.com,304-635-7342,female,Ashley,Poindexter
Fayetteville,HenryCMoody@dayrep.com,910-728-7007,male,Henry,Moody
Lansing,JeffPJordan@superrito.com,517-206-7798,male,Jeff,Jordan
Raleigh,RebeccaJParker@cuvox.de,919-586-7257,female,Rebecca,Parker
Pensacola,VeronicaCFawcett@dayrep.com,850-471-4161,female,Veronica,Fawcett
Jacksboro,MargaretMChaffin@dayrep.com,940-507-1700,female,Margaret,Chaffin
Memphis,ChristopherDStewart@superrito.com,901-647-2118,male,Christopher,Stewart
Camden,CatherineJBusby@superrito.com,609-712-1470,female,Catherine,Busby
New York,PamRBoyter@teleworm.us,347-251-0734,female,Pam,Boyter
Freehold,MaryWWilkins@gustr.com,732-992-0325,female,Mary,Wilkins
Washington,DanyelleTDavis@fleckens.hu,703-229-6845,female,Danyelle,Davis
Helena,AlanaBKuntz@cuvox.de,406-546-9044,female,Alana,Kuntz
Lakeland,MargieKMcCarver@armyspy.com,863-619-7863,female,Margie,McCarver
Brownsville,AliciaMWilliams@armyspy.com,956-550-7100,female,Alicia,Williams
South Burlington,SarahECollins@armyspy.com,802-230-3095,female,Sarah,Collins
Roma,MargaretRJackson@teleworm.us,956-849-9006,female,Margaret,Jackson
Cape Pole,GrantEMarcell@gustr.com,907-879-2198,male,Grant,Marcell
Oyster Bay,RichardLRiley@rhyta.com,516-624-2885,male,Richard,Riley
Lake Forest,PaulDBiscoe@armyspy.com,847-283-8441,male,Paul,Biscoe
Louisville,JimmieRWright@rhyta.com,270-308-4074,male,Jimmie,Wright
Chicago,RachelFHass@dayrep.com,312-743-9230,female,Rachel,Hass
King Of Prussia,KatherineWEckel@rhyta.com,484-679-9290,female,Katherine,Eckel
Concord,VeraGLarsen@fleckens.hu,707-290-0826,female,Vera,Larsen
Bushkill,TracyRMartinez@dayrep.com,570-588-8376,female,Tracy,Martinez
South Ozone Park,SusanDSmith@einrot.com,718-323-2477,female,Susan,Smith
Carterville,MichaelCJones@teleworm.us,618-528-8886,male,Michael,Jones
Richmond,JeriHJones@fleckens.hu,804-323-8872,female,Jeri,Jones
Las Vegas,MichaelIYoo@einrot.com,702-920-6392,male,Michael,Yoo
Indianapolis,FeliciaHLangford@rhyta.com,317-262-7069,female,Felicia,Langford
Atlanta,NancyICole@fleckens.hu,770-559-2799,female,Nancy,Cole
Mesa,MargaritaJBlow@fleckens.hu,480-218-0970,female,Margarita,Blow
Chantilly,WilliamRMick@cuvox.de,240-265-4722,male,William,Mick
Jersey City,TracyPPearson@gustr.com,201-451-7737,male,Tracy,Pearson
Lawrence,WilsonAMorton@jourrapide.com,978-309-2877,male,Wilson,Morton
Frederick,MarjoryJHatch@cuvox.de,301-606-5762,female,Marjory,Hatch
Lenora,EdwardATaft@fleckens.hu,785-973-5166,male,Edward,Taft
Saginaw,TaylorCWillis@superrito.com,989-923-1093,female,Taylor,Willis
Walkersville,RogerDParsons@gustr.com,304-452-2760,male,Roger,Parsons
Summit,GeraldEMercado@gustr.com,908-598-4548,male,Gerald,Mercado
Saint Louis,MichaelCWhitehurst@jourrapide.com,636-334-8187,male,Michael,Whitehurst
Southfield,ShirleyRReece@cuvox.de,810-519-1810,female,Shirley,Reece
Fort Myers,FredRBowman@fleckens.hu,239-982-3630,male,Fred,Bowman
Bryants Pond,JessicaWPayne@rhyta.com,207-665-5438,female,Jessica,Payne
Memphis,DesireeMLively@gustr.com,662-540-3235,female,Desiree,Lively
Chicago,JosephineRWhetstone@teleworm.us,847-457-6786,female,Josephine,Whetstone
Rochelle Park,TerriKFrench@rhyta.com,201-556-4073,female,Terri,French
Concord,JoeEAllen@dayrep.com,707-812-4002,male,Joe,Allen
Washington,MarthaFBurnett@cuvox.de,301-821-1836,female,Martha,Burnett
St Petersburg,EricaAHallam@einrot.com,727-550-5409,female,Erica,Hallam
Power,JoyceMEspy@fleckens.hu,406-463-0616,female,Joyce,Espy
Burr Ridge,ScottMEnnis@fleckens.hu,312-844-5169,male,Scott,Ennis
Laurel Springs,LorenSStreets@superrito.com,856-783-0071,male,Loren,Streets
Portland,JuneMRobertson@gustr.com,503-789-3424,female,June,Robertson
Englewood,GloriaBCoffey@armyspy.com,720-384-3943,female,Gloria,Coffey
Albuquerque,DanielBDukes@rhyta.com,505-203-6096,male,Daniel,Dukes
Clearlake,MireyaDPrice@superrito.com,707-995-3121,female,Mireya,Price
Reno,EdwinDWilliams@cuvox.de,775-297-1265,male,Edwin,Williams
Allentown,JenniferMWoodson@fleckens.hu,609-852-4593,female,Jennifer,Woodson
Newark,ArleneDMilam@cuvox.de,267-955-8499,female,Arlene,Milam
Brentwood,AlexDBuchanan@rhyta.com,631-952-9681,male,Alex,Buchanan
Chino,AudreyJBurrell@einrot.com,909-902-9499,female,Audrey,Burrell
Lemoyne,AlisaDReed@jourrapide.com,308-355-4035,female,Alisa,Reed
Manhattan,NicoleAMarlin@dayrep.com,516-947-1459,female,Nicole,Marlin
Minneapolis,FrankDShuster@einrot.com,320-205-4759,male,Frank,Shuster
Providence,RussellMButts@gustr.com,401-692-7184,male,Russell,Butts
Essex Junction,CharlesKKendrick@fleckens.hu,802-377-4461,male,Charles,Kendrick
Mansfield,DaveGEdwards@rhyta.com,419-834-6631,male,Dave,Edwards
Vonore,DavidEKenny@fleckens.hu,423-885-9563,male,David,Kenny
Neosho,PaulaAMartin@superrito.com,920-368-7671,female,Paula,Martin
Crown Point,MelodyJPeterson@dayrep.com,219-620-0877,female,Melody,Peterson
Centerville,AlmaEWright@fleckens.hu,703-263-4063,female,Alma,Wright
Appleton,JudyFHigginbotham@superrito.com,920-358-2227,female,Judy,Higginbotham
Springfield,JohnNSmith@rhyta.com,417-567-2977,male,John,Smith
Jupiter,LisaMBottom@cuvox.de,954-298-9615,female,Lisa,Bottom
Anaheim,ScottMSpear@teleworm.us,909-553-8224,male,Scott,Spear
Athens,RichardBHardie@armyspy.com,706-817-5471,male,Richard,Hardie
Norcross,MarnieJBaker@jourrapide.com,678-596-2216,female,Marnie,Baker
Franklin,JamesKEllis@dayrep.com,978-426-0822,male,James,Ellis
Dallas,BruceDBrooks@cuvox.de,214-927-8264,male,Bruce,Brooks
Havelock,GloriaSOquendo@fleckens.hu,712-776-7434,female,Gloria,Oquendo
Columbus,VeronicaKLopez@armyspy.com,614-429-6945,female,Veronica,Lopez
Kandiyohi,DianeSMiller@teleworm.us,320-382-6935,female,Diane,Miller
Tampa,CarolynCBallard@fleckens.hu,813-842-2710,female,Carolyn,Ballard
Ewa Beach,TrinidadPLopez@gustr.com,808-499-4255,female,Trinidad,Lopez
Pittsburgh,JesusADawson@einrot.com,724-957-8603,male,Jesus,Dawson
Boston,AmberDWilliams@jourrapide.com,617-297-7022,female,Amber,Williams
Riverside,DeborahJLowery@dayrep.com,951-359-5826,female,Deborah,Lowery
Tampa,PamelaRPhillips@armyspy.com,727-643-3970,female,Pamela,Phillips
Los Angeles,CarolCSimonson@gustr.com,818-391-6162,female,Carol,Simonson
The Dalles,SamanthaGTurner@rhyta.com,509-637-5575,female,Samantha,Turner
New York,ErnestLLewis@cuvox.de,917-937-2612,male,Ernest,Lewis
Southfield,EmmettCCrowder@teleworm.us,248-896-0924,male,Emmett,Crowder
Nashville,JohnTChang@dayrep.com,615-589-3338,male,John,Chang
Philadelphia,AngelaAWhite@gustr.com,215-618-2026,female,Angela,White
Watson,ThomasMHosmer@superrito.com,217-536-0527,male,Thomas,Hosmer
Stone Mountain,HazelPBaumann@armyspy.com,770-557-3776,female,Hazel,Baumann
Fayetteville,PatriciaRMorales@superrito.com,910-223-1518,female,Patricia,Morales
Lafayette,DanielJAmmons@fleckens.hu,337-991-1015,male,Daniel,Ammons
Athens,LindaCGomes@jourrapide.com,207-654-8915,female,Linda,Gomes
Parsippany,LucindaJYoung@fleckens.hu,973-749-7029,female,Lucinda,Young
Greensboro,AlberthaHRicherson@superrito.com,336-880-9654,female,Albertha,Richerson
Yonkers,CharlesKDudley@jourrapide.com,914-375-1588,male,Charles,Dudley
West Palm Beach,EddieCAnderson@jourrapide.com,561-350-5453,male,Eddie,Anderson
Springfield,LarryRWard@teleworm.us,413-522-2234,male,Larry,Ward
New York,AleciaAGoetz@armyspy.com,718-957-4688,female,Alecia,Goetz
Wheeling,CarolJSimmons@rhyta.com,847-617-0872,female,Carol,Simmons
Windsor,HaroldYDinsmore@fleckens.hu,860-716-8837,male,Harold,Dinsmore
New Orleans,MargaretPRowe@fleckens.hu,504-398-8253,female,Margaret,Rowe
Philadelphia,MarvinDCarlson@gustr.com,267-221-3628,male,Marvin,Carlson
New York,DorisDCox@rhyta.com,347-887-6231,female,Doris,Cox
Jersey City,PaulineJFallis@cuvox.de,856-689-3743,female,Pauline,Fallis
Saint Louis,AlfonsoHWoods@fleckens.hu,314-298-0262,male,Alfonso,Woods
Maynard,DebraLBeck@armyspy.com,978-461-5005,female,Debra,Beck
Bellflower,MichelleJReynolds@cuvox.de,562-804-3567,female,Michelle,Reynolds
Lexington,JosephRMurphy@armyspy.com,336-479-2332,male,Joseph,Murphy
Tampa,JamieJNavarro@superrito.com,727-642-3303,female,Jamie,Navarro
Superior,BrianVCuadrado@teleworm.us,406-822-0971,male,Brian,Cuadrado
Pierre,RaulLBryan@teleworm.us,605-224-7865,male,Raul,Bryan
North Hollywood,JenniferTGilmore@teleworm.us,818-760-0714,female,Jennifer,Gilmore
Las Vegas,ClydeCSeymour@dayrep.com,775-513-7123,male,Clyde,Seymour
Washington,JosephKShaffer@gustr.com,703-964-4550,male,Joseph,Shaffer
Valley View,MichaelMLopez@rhyta.com,817-637-9046,male,Michael,Lopez
San Antonio,PatriciaWOrtiz@rhyta.com,210-492-6549,female,Patricia,Ortiz
San Antonio,CarlosVWright@fleckens.hu,210-601-5931,male,Carlos,Wright
Fultonham,JulieDLyons@jourrapide.com,740-849-2911,female,Julie,Lyons
Hemingway,HaroldDTorres@einrot.com,843-558-4798,male,Harold,Torres
Corpus Christi,LuisMWallace@fleckens.hu,361-397-0075,male,Luis,Wallace
Oklahoma City,ErnestineJShockey@armyspy.com,405-592-5380,female,Ernestine,Shockey
San Francisco,HerbertCMorris@dayrep.com,415-287-1189,male,Herbert,Morris
Mount Pleasant,KelliSUnderhill@rhyta.com,989-968-5596,female,Kelli,Underhill
Baltimore,MicheleJPaisley@einrot.com,443-343-7264,female,Michele,Paisley
Gary,DeannaJWyatt@armyspy.com,219-781-3513,female,Deanna,Wyatt
Warwick,AmberRJeffries@cuvox.de,605-385-6626,female,Amber,Jeffries
Anniston,MistyLSims@gustr.com,256-618-3701,female,Misty,Sims
Libby,TinaJMcNeil@einrot.com,406-283-2334,female,Tina,McNeil
Kitty Hawk,KerryJWilliams@rhyta.com,252-261-7176,male,Kerry,Williams
Elkhart,StephanieFCollins@cuvox.de,574-849-6257,female,Stephanie,Collins
Venice,KathleenMWooley@jourrapide.com,941-485-9451,female,Kathleen,Wooley
San Francisco,RogerGSmith@cuvox.de,707-202-5234,male,Roger,Smith
Cincinnati,NormaDMonier@armyspy.com,859-835-8580,female,Norma,Monier
Beaumont,KennethDHardin@cuvox.de,409-830-8942,male,Kenneth,Hardin
Peoria,ColleenJBowman@jourrapide.com,309-481-4183,female,Colleen,Bowman
Knoxville,GladysCRocha@teleworm.us,865-973-3348,female,Gladys,Rocha
Fairmont,LeviHFernandez@teleworm.us,304-368-7131,male,Levi,Fernandez
Air Force Academy,BerthaTTharp@fleckens.hu,719-472-3033,female,Bertha,Tharp
San Antonio,WandaMAnderson@gustr.com,210-391-6478,female,Wanda,Anderson
Saginaw,EllenJUtecht@einrot.com,989-225-4019,female,Ellen,Utecht
Philadelphia,GordonJConley@dayrep.com,267-861-3662,male,Gordon,Conley
Green Bay,JamiBSaunders@dayrep.com,920-472-5909,female,Jami,Saunders
Baileys Crossroads,FrancesBDouglas@cuvox.de,240-783-8349,female,Frances,Douglas
New Orleans,KellyCMartel@superrito.com,504-586-4896,female,Kelly,Martel
Brownwood,KarenJMillar@rhyta.com,325-451-6452,female,Karen,Millar
Kingman,JuanitaJKoch@armyspy.com,928-201-0442,female,Juanita,Koch
Beckley,CyrusLJohnson@cuvox.de,304-660-3402,male,Cyrus,Johnson
